9049,5210.29.20,,"Dedsuti, Doosuti, ceretonnes and Osamburge"
9050,5210.29.90,,Other <br> Dyed:
9051,5210,,Plain weave
9052,5210.31.10,,Shirting fabrics
9053,5210.31.20,,Coating (including suitings)
9054,5210.31.30,,Furnishing fabrics other than pile and chenaille fabricss
9055,5210.31.40,,Poplin and broad fabrics
9056,5210.31.50,,Saree
,,,
SL NO,HS CODE,,DESCRIPTION
9057,5210.31.60,,Voils
9058,5210.31.90,,Other
9059,5210,,"-- 3-thread or 4-thread twill, including cross twill"
9060,5210.32.10,,Crepe fabrics including crepe checks
9061,5210.32.20,,Shirting fabrics
9062,5210.32.30,,"Bedticking, damask"
9063,5210.32.90,,Other
9064,5210,,Other fabrics
9065,5210.39.10,,Zari bordered sarees
9066,5210.39.90,,Other <br> Of yarns of different colours
9067,5210,,Plain weave
9068,5210.41.10,,Bleeding Madras
9069,5210.41.20,,Crepe fabrics (excluding crepe checks)
9070,5210.41.30,,Shirting fabrics
9071,5210.41.40,,Suitings
9072,5210.41.50,,Poplin and broad fabrics
9073,5210.41.60,,Saree
9074,5210.41.70,,Voils
9075,5210.41.90,,Other
9076,5210,,Other fabrics
9077,5210.49.10,,Zari bordered sari
9078,5210.49.90,,Other <br> Printed:
9079,5211,,Plain weave
9080,5210.51.10,,Shirting fabrics
9081,5210.51.20,,Casement
9082,5210.51.30,,Saree
9083,5210.51.40,,Poplin and broad fabrics
9084,5210.51.50,,Voils
9085,5210.51.90,,Other
9086,5211,,Other fabrics
9087,5210.59.10,,Zari bordered saree
9088,5210.59.90,,Other
9089,5211,,"Woven fabrics of cotton, containing less than 85% by weight of
cotton, mixed mainly or solely with man-made fibres, weighing more
than 200 g/m2."
9090,,,Unbleached
9091,5211,,Plain weave
9092,5211.11.10,,Shirting fabrics
9093,5211.11.20,,Saree
9094,5211.11.90,,Other
9095,5211,,"-- 3-thread or 4-thread twill, including cross twill"
9096,5211.12.10,,Shirting fabrics
9097,5211.12.20,,"Twill, not elsewhere specified (including gaberdine)"
9098,5211.12.30,,Damask
9099,5211.12.90,,Other
9100,5211,,Other fabrics
9101,5211.19.00,,Other fabrics
9102,5211.20,,Bleached
9103,5211.20.10,,Shirting fabrics
9104,5211.20.20,,Convas(including duck) of carded or combed yarn
,,,
SL NO,HS CODE,,DESCRIPTION
9105,5211.20.30,,flannelette
9106,5211.20.40,,Saree
9107,5211.20.50,,Crepe fabrics including crepe checks
9108,5211.20.60,,Twill Fabricss
9109,5211.20.91,,Zari bordered sari
9110,5211.20.92,,"Dedsuti, Doosuti, ceretonnes and Osamburge"
9111,5211.20.99,,Other <br> Dyed
9112,5211,,Plain weave
9113,5211.31.10,,Shirting fabrics
9114,5211.31.20,,Canvas (including duck) of carded or combed yarn
9115,5211.31.30,,Coating (including suitings)
9116,5211.31.40,,Flannellette
9117,5211.31.50,,Saree
9118,5211.31.90,,Other
9119,5211,,"-- 3-thread or 4-thread twill, including cross twill"
9120,5211.32.10,,Crepe fabrics including crepe checks
9121,5211.32.20,,Shirting fabrics
9122,5211.32.30,,"Twill, not elsewhere specified (including gaberdine)"
9123,5211.32.40,,Trousers/pant fabricss (excluding jeans and crepe)
9124,5211.32.90,,Other
9125,5211,,Other fabrics
9126,5211.39.10,,Zari bordered sarees
9127,5211.39.90,,Other <br> Of yarns of different colours
9128,5211,,Plain weave
9129,5211.41.10,,Bleeding Madras
9130,5211.41.20,,Check shirting (excluding crepe checks)
9131,5211.41.30,,Shirting
9132,5211.41.40,,Suitings
9133,5211.41.50,,Flannelette
9134,5211.41.60,,Saree
9135,5211.41.70,,Parachute fabrics
9136,5211.41.90,,Other
9137,5211,,Denim
9138,5211.42.00,,Denim
9139,5211,,"-- Other fabrics of 3-thread or 4-thread twill, including cross twill"
9140,5211.43.10,,Bleeding Madras
9141,5211.43.20,,Crepe fabrics
9142,5211.43.30,,Shirting fabrics
9143,5211.43.40,,Suitings
9144,5211.43.90,,Other
9145,5211,,Other fabrics
9146,5211.49.10,,Zari bordered sarees
9147,5211.49.90,,Other
9148,,,Printed
9149,5212,,Plain weave
9150,5211.51.10,,Shirting fabrics
9151,5211.51.20,,Furnishing fabrics
9152,5211.51.30,,Flannelette
,,,
SL NO,HS CODE,,DESCRIPTION
9153,5211.51.40,,Longcloth (chintz)
9154,5211.51.50,,Saree
9155,5211.51.90,,Other
9156,5212,,"-- 3-thread or 4-thread twill, including cross twill"
9157,5211.52.10,,Crepe fabrics including crepe checks
9158,5211.52.20,,Shirting fabrics
9159,5211.52.30,,"Twill, not elsewhere specified (including gaberdine)"
9160,5211.52.90,,Other
9161,5212,,Other fabrics
9162,5211.59.10,,Zari bordered saree
9163,5211.59.90,,Other
9164,5212,,Other woven fabrics of cotton.
9165,,,Weighing not more than 200 g/m2:
9166,5212,,Unbleached
9167,5212.11.00,,Unbleached
9168,5212,,Bleached
9169,5212.12.00,,Bleached
9170,5212,,Dyed
9171,5212.13.00,,Dyed
9172,5212,,of yarns of different colours
9173,5212.14.00,,Of yarns of different colours
9174,5212,,Printed
9175,5212.15.00,,Printed
9176,,,Weighing more than 200 g/m2
9177,5212,,Unbleached
9178,5212.21.00,,Unbleached:
9179,5212,,Bleached
9180,5212.22.00,,Bleached
9181,5212,,Dyed
9182,5212.23.00,,Dyed
9183,5212,,of yarns of different colours
9184,5212.24.00,,Of yarns of different colours
9185,5212,,Printed
9186,5212.25.00,,Printed
9187,5301,,"Flax, raw or processed but not spun; flax tow and waste (including
yarn waste and garnetted stock)."
9188,5301.10,,"Flax, raw or retted"
9189,5301.10.00,,"Flax, raw or retted"
9190,5301,,Broken or scutched
9191,5301.21.00,,Broken or scutched
9192,5301,,Other
9193,5301.29.00,,Other
9194,5301.30,,Flax tow and Waste
9195,5301.30.00,,Flax tow and waste
9196,5302,,"True hemp (Cannabis sativa L.), raw or processed but not spun; tow
and waste of true hemp (including yarn waste and garnetted stock)."
9197,5302.10,,"- True hemp, raw or retted"
9198,5302.10.00,,"Ture hemp, raw or retted"
9199,5302.90,,Other
,,,
SL NO,HS CODE,,DESCRIPTION
9200,5302.90.00,,Other
9201,5303,,"Jute and other textile bast fibres (excluding flax, true hemp and
ramie), raw or processed but not spun; tow and waste of these
fibres (including yarn waste and garnetted stock)."
9202,5303.10,,"Jute and Other textile bast fibres, raw or retted"
9203,5303.10.10,,"Jute,raw or retted"
9204,5303.10.90,,Other
9205,5303.90,,Other
9206,5303.90.10,,Jute cutting
9207,5303.90.90,,Other
9208,5305,,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other
vegetable textile fibres, not elsewhere specified or included, raw or
processed but not spun; tow, noils and waste of these fibres
(including yarn waste and garnetted stock)."
9209,5305.00,,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other
vegetable textile fibres, not elsewhere specified or included, raw or
processed but not spun; tow, noils and waste of these fibres
(including yarn waste and garnetted stock)."
9210,5305.00.10,,Coir bristle fibre
9211,5305.00.20,,Coir mattress fibre
9212,5305.00.30,,Curled or machine twisted Coir fibre
9213,5305.00.40,,Coir pith
9214,5305.00.50,,Of Abaca:
9215,5305.00.90,,Of other
9216,5306,,Flax yarn.
9217,5306.10,,single
9218,5306.10.10,,Put up for retail sale
9219,5306.10.90,,Other
9220,5306.20,,Multiple (folded) or cabled
9221,5306.20.10,,Put up for retail sale
9222,5306.20.90,,Other
9223,5307,,Yarn of jute or of other textile bast fibres of heading 5303.
9224,5307.10,,single
9225,5307.10.10,,Of jute
9226,5307.10.90,,Other
9227,5307.20,,Multiple (folded) or cabled
9228,5307.20.00,,Multiple (folded) or cabled
9229,5308,,Yarn of other vegetable textile fibres; paper yarn.
9230,5308.10,,Coir yarn
9231,5308.10.10,,Baled
9232,5308.10.20,,Spooled Hanks
9233,5308.10.90,,Other
9234,5308.20,,- True hemp yarn
9235,5308.20.00,,True hemp yarn
9236,5308.90,,Other
9237,5308.90.10,,Ramie yarn
9238,5308.90.90,,Other
9239,5309,,Woven fabrics of flax.
9240,,,Containing 85% or more by weight of flax :
9241,5309,,Unbleached or Bleached
9242,5309.11.10,,Unbleached
,,,
SL NO,HS CODE,,DESCRIPTION
9243,5309.11.20,,Bleached
9244,5309,,Other
9245,5309.19.10,,Dyed
9246,5309.19.20,,Printed
9247,5309.19.90,,Other <br> Containing less than 85% by weight of flax:
9248,5309,,Unbleached or Bleached
9249,5309.21.10,,Unbleached
9250,5309.21.20,,Bleached
9251,5309,,Other
9252,5309.29.10,,Dyed
9253,5309.29.20,,Printed
9254,5309.29.90,,Other
9255,5310,,Woven fabrics of jute or of other textile bast fibres of heading 53.03.
9256,5310.10,,Unbleached <br> Containing 100% by weight of jute:
9257,5310.10.11,,Carpet backing fabrics
9258,5310.10.12,,Sacking fabrics
9259,5310.10.13,,Hessian fabrics
9260,5310.10.14,,Jute canvas
9261,5310.10.19,,Other <br> Other:
9262,5310.10.91,,Woven blended fabrics containing more than 50% by weight of Jute
9263,5310.10.92,,Stranded woven fabrics of jute containing 50% or more by weight jute
9264,5310.10.93,,Jute swim fabrics
9265,5310.10.99,,Other
9266,5310.90,,Other
9267,5310.90.10,,Bleached
9268,5310.90.20,,Decorative Fabrics <br> Other:
9269,5310.90.91,,Bleached
9270,5310.90.92,,Dyed
9271,5310.90.93,,Printed
9272,5310.90.99,,Other
9273,5311,,"Woven fabrics of other vegetable textile fibres; woven fabrics of
paper yarn."
9274,5311.00,,"Woven fabrics of other vegetable textile fibres; woven fabrics of
paper yarn."
9275,,,Of other vegetable textile fibres:
9276,5311.00.11,,Unbleached
9277,5311.00.12,,Bleached
9278,5311.00.13,,Dyed
9279,5311.00.14,,Printed
9280,5311.00.15,,Of coir including log form and geotextiles
9281,5311.00.19,,Other
9282,,,of paper yarn:
9283,5311.00.21,,Unbleached
9284,5311.00.22,,Bleached
9285,5311.00.23,,Dyed
9286,5311.00.24,,Printed
9287,5311.00.29,,Other
,,,
SL NO,HS CODE,,DESCRIPTION
9288,5401,,"Sewing thread of man-made filaments, whether or not put up for
retail sale."
9289,5401.10,,of synthetic filaments
9290,5401.10.00,,Of synthetic filaments
9291,5401.20,,of artificial filaments
9292,5401.20.00,,Of artificial filaments
9293,5402,,"Synthetic filament yarn (other than sewing thread), not put up for
retail sale, including synthetic monofilament of less than 67 decitex."
9294,,,"High tenacity yarn of nylon or other polyamides, whether or not
textured:”;"
9295,5402,,of aramids
9296,5402.11.10,,High tenacity yarn of nylon or other polyamides: Of aramids
9297,5402,,Other
9298,5402.19.10,,Other: Nylon tyre yarn
9299,5402.19.90,,Other
9300,5402.20,,"High tenacity yarn of polyesters, whether or not textured"
9301,5402.20.10,,Of terylene dacron
9302,5402.20.90,,Other <br> Textured yarn:
9303,5402,,"-- Of nylon or other polyamides, measuring per single yarn not more
than 50 tex"
9304,5402.31.00,,"Of nylon or other polyamides, measuring per single yarn not more than 50
tex"
9305,5402,,"-- Of nylon or other polyamides, measuring per single yarn more
than 50 tex"
9306,5402.32.00,,"Of nylon or other polyamides, measuring per single yarn more than 50 tex"
9307,5402,,of polyesters
9308,5402.33.00,,Of polyesters
9309,5402,,of polypropylene
9310,5402.34.00,,Of Polypropylene
9311,5402,,Other
9312,5402.39.10,,Polypropylene filament yarn
9313,5402.39.20,,Acrylic filament yarn
9314,5402.39.90,,"Other <br> Other yarn, single, untwisted or with a twist not exceeding 50
turns per metre:"
9315,5402,,Elastomeric
9316,5402.44.00,,ELASTOMERIC YARN OF PLYESTERS
9317,5402.45.00,,"Other, of nylon or Other polyamides"
9318,5402,,"Other, of polyesters, partially Oriented"
9319,5402.46.00,,"Of polyesters, partially oriented"
9320,5402,,"Other, of polyesters"
9321,5402.47.00,,Other Of polyesters
9322,5402,,"Other, of polypropylene"
9323,5402.48.00,,Non elastomeric yarn of polypropylene
9324,5402,,Other
9325,5402.49.00,,"Other <br> other yarn, isngh, with a twist exceeding 50 turn per metre :"
9326,5403,,of nylon or Other polyamides
9327,5402.51.00,,Of nylon or other polyamides
9328,5403,,of polyesters
9329,5402.52.00,,Of polyesters
,,,
SL NO,HS CODE,,DESCRIPTION
9330,54025300,,Of polypropylene
9331,5403,,Other
9332,5402.59.10,,Polypropylene filament yarn
9333,5402.59.90,,"Other <br> Other yarn, multiple (folded) or cabled:"
9334,5403,,of nylon or Other polyamides
9335,5402.61.00,,Of nylon or other polyamides
9336,5403,,of polyesters
9337,5402.62.00,,Of polyesters
9338,54026300,,Of polypropylene
9339,5403,,Other
9340,5402.69.10,,Polyvinyl acetate filament yarn
9341,5402.69.20,,Polyvinyl chloride filament yarn
9342,5402.69.30,,Polypropylene filament yarn
9343,5402.69.40,,Acrylic filament yarn
9344,5402.69.50,,Polytetrafluoroethylene yarn
9345,5402.69.90,,Other
9346,5403,,"Artificial filament yarn (other than sewing thread), not put up for
retail sale, including artificial monofilament of less than 67 decitex."
9347,5403.10,,High tenacity yarn of viscose rayon
9348,5403.10.10,,"Viscose rayon tyre yarn – 1,233 decitex"
9349,5403.10.20,,"Viscose rayon tyre yarn – 1,833 decitex"
9350,5403.10.90,,"Other <br> Other yarn, single:"
9351,5403,,"-- Of viscose rayon, untwisted or with a twist not exceeding 120
turns per metre"
9352,5403.31.00,,"Of viscose rayon untwisted or with a twist not exceeding 120 turns per
meter"
9353,5403,,"-- Of viscose rayon, with a twist exceeding 120 turns per metre"
9354,5403.32.00,,"Of viscose rayon, with a twist exceeding 120 turns per meter"
9355,5403,,of cellulose acetate
9356,5403.33.00,,Of cellulose acetate
9357,5403,,Other
9358,5403.39.10,,Cuprammonium rayon
9359,5403.39.90,,"Other <br> Other yarn, multiple (folded) or cabled:"
9360,5403,,of viscose rayon
9361,5403.41.10,,Upto 67 decitex
9362,5403.41.20,,Of 83 decitex
9363,5403.41.30,,"Of 111 decitex, bright"
9364,5403.41.40,,"Of 111 decitex, dull"
9365,5403.41.50,,"Of 133 decitex, bright"
9366,5403.41.60,,"Of 133 decitex, dull"
9367,5403.41.70,,"Of 167 decitex, bright"
9368,5403.41.80,,"Of 167 decitex, dull"
9369,5403.41.90,,Other
9370,5403,,of cellulose acetate
9371,5403.42.10,,"Acetate rayon filament yarn, 83 decitex"
9372,5403.42.20,,"Acetate rayon filament yarn, 111 decitex"
9373,5403.42.30,,"Acetate rayon filament yarn, 133 decitex"
9374,5403.42.40,,"Acetate rayon filament yarn, 167 decitex"
9375,5403.42.50,,"Acetate rayon filament yarn, 333 decitex"
,,,
SL NO,HS CODE,,DESCRIPTION
9376,5403.42.90,,other
9377,5403,,Other <br> Cuprammonium filament yarn ;
9378,5403.49.11,,Of 33 decitex
9379,5403.49.12,,Of 44 decitex
9380,5403.49.13,,Of 67 decitex
9381,5403.49.14,,Of 83 decitex
9382,5403.49.15,,Of 89 decitex
9383,5403.49.19,,Other
9384,5403.49.90,,Other
9385,5404,,"Synthetic monofilament of 67 decitex or more and of which no cross-
sectional dimension exceeds 1 mm; strip and the like (for example,
artificial straw) of synthetic textile materials of an apparent width not
exceeding 5 mm."
9386,,,Monofilament:
9387,5404,,Elastomeric
9388,5404.11.00,,Monofilament: Elastomeric
9389,5404,,"Other, of polypropylene"
9390,5404.12.00,,"Other, of Polypropylene"
9391,5404,,Other
9392,5404.19.10,,"Catgut imitation of synthetic yarn,non sterile"
9393,5404.19.20,,Strip and the like of syntheitic fibre material
9394,5404.19.90,,Other
9395,5404.90,,Other
9396,5404.90.10,,"Catgut imitation of synthetic yarn, non-sterile"
9397,5404.90.20,,Strip and the like of synthetic fibre materials
9398,5404.90.90,,Other
9399,5405,,"Artificial monofilament of 67 decitex or more and of which no cross-
sectional dimension exceeds 1 mm; strip and the like (for example,
artificial straw) of artificial textile materials of an apparent width not
exceeding 5 mm."
9400,5405.00,,"Artificial monofilament of 67 decitex or more and of which no cross-
sectional dimension exceeds 1 mm; strip and the like (for example,
artificial straw) of artificial textile materials of an apparent width not
exceeding 5 mm."
9401,5405.00.00,,"Artificial monofilament of 67 decitex or more and of which no cross-
sectional dimension exceeds 1 mm; strip and the like (for example,
artificial straw) of synthetic textile materials of an apparent width not
exceeding 5 mm"
9402,5406,,"Man-made filament yarn (other than sewing thread), put up for retail
sale."
9403,5406.00,,"Man-made filament yarn (other than sewing thread), put up for retail
sale."
9404,5406.00.10,,Synthetic filament yarn
9405,5406.00.20,,Artificial filament yarn
9406,5407,,"Woven fabrics of synthetic filament yarn, including woven fabrics
obtained from materials of heading 5404."
9407,5407.10,,"woven fabrics obtained from High tenacity yarn of nylon or Other
polyamides or of polyesters"
9408,5407.10.11,,Parachute fabric
9409,5407.10.12,,Tent fabrics
9410,5407.10.13,,Nylon furnishing fabrics
9411,5407.10.14,,Umbrella cloth panel fabrics
9412,5407.10.15,,Other nylon and polyamide fabrics (filament)
9413,5407.10.16,,Polyester suiting
,,,
SL NO,HS CODE,,DESCRIPTION
9414,5407.10.19,,Other polyester fabrics <br> Bleached:
9415,5407.10.21,,Parachute fabric
9416,5407.10.22,,Tent fabrics
9417,5407.10.23,,Nylon furnishing fabrics
9418,5407.10.24,,Umbrella cloth panel fabrics
9419,5407.10.25,,Other nylon and polyamide fabrics of filament yarn
9420,5407.10.26,,Polyester suiting
9421,5407.10.29,,Other <br> Dyed:
9422,5407.10.31,,Parachute Fabrics
9423,5407.10.32,,Tent fabrics
9424,5407.10.33,,Nylon furnishing fabrics
9425,5407.10.34,,Umbrella cloth panel fabrics
9426,5407.10.35,,Other nylon and polyamide fabrics (filament)
9427,5407.10.36,,Polyester suiting
9428,5407.10.39,,Other <br> Printed:
9429,5407.10.41,,Parachute fabric
9430,5407.10.42,,Tent fabrics
9431,5407.10.43,,Nylon furnishing fabrics
9432,5407.10.44,,Umbrella cloth panel fabrics
9433,5407.10.45,,Other nylon and polyamide fabrics (filament)
9434,5407.10.46,,Polyester suiting
9435,5407.10.49,,Other <br> Other:
9436,5407.10.91,,Parachute fabrics
9437,5407.10.92,,Tent fabrics
9438,5407.10.93,,Nylon furnishing fabrics
9439,5407.10.94,,Umbrella cloth panel fabrics
9440,5407.10.95,,Other nylon and polyamide fabrics of filament yarn
9441,5407.10.96,,Polyester suiting
9442,5407.10.99,,Other
9443,5407.20,,woven fabrics obtained from strip or the like
9444,5407.20.10,,Unbleached
9445,5407.20.20,,Bleached
9446,5407.20.30,,Dyed
9447,5407.20.40,,Printed
9448,5407.20.90,,Other
9449,5407.30,,- Fabrics specified in Note 9 to Section XI
9450,5407.30.10,,Unbleached
9451,5407.30.20,,Bleached
9452,5407.30.30,,Dyed
9453,5407.30.40,,Printed
9454,5407.30.90,,"Other <br> Other woven fabrices, containing 85% or more by weight of
filaments of nylon or other polyamides"
9455,5407,,Unbleached or Bleached
9456,5407.41.11,,Nylon brasso
9457,5407.41.12,,Nylon georgette
9458,5407.41.13,,Nylon tafetta
9459,5407.41.14,,Nylon sarees
9460,5407.41.19,,Other <br> Bleached:
9461,5407.41.21,,Nylon brasso
,,,
SL NO,HS CODE,,DESCRIPTION
9462,5407.41.22,,Nylon georgette
9463,5407.41.23,,Nylon tafetta
9464,5407.41.24,,Nylon sarees
9465,5407.41.29,,Other
9466,5407,,Dyed
9467,5407.42.10,,Nylon brasso
9468,5407.42.20,,Nylon georgette
9469,5407.42.30,,Nylon tafetta
9470,5407.42.40,,Nylon sarees
9471,5407.42.90,,Other
9472,5407,,of yarns of different colours
9473,5407.43.00,,Of yarn of different colours
9474,5407,,Printed
9475,5407.44.10,,Nylon brasso
9476,5407.44.20,,Nylon georgette
9477,5407.44.30,,Nylon tafetta
9478,5407.44.40,,"Nylon sarees,"
9479,5407.44.90,,"Other <br> Other woven fabrics, containing 85% or more by weight of
textured polyester filaments:"
9480,5408,,Unbleached or Bleached
9481,5407.51.11,,Polyester shirtings
9482,5407.51.19,,Other <br> Bleached:
9483,5407.51.21,,Polyester shirtings
9484,5407.51.29,,Other
9485,5408,,Dyed
9486,5407.52.10,,Polyester shirtings
9487,5407.52.20,,Polyester suitings
9488,5407.52.30,,Terylene and dacron sarees
9489,5407.52.40,,Polyester sarees
9490,5407.52.90,,Other
9491,5408,,of yarns of different colours
9492,5407.53.00,,Of yarns of different colours
9493,5408,,Printed
9494,5407.54.10,,Terylene and dacron sarees
9495,5407.54.20,,Polyester shirtings
9496,5407.54.30,,Polyester sarees
9497,5407.54.90,,"Other <br> Other woven fabrics, containing 85% or more by weight of
polyester filaments:"
9498,5408,,"-- Containing 85% or more by weight of non-textured polyester
filaments"
9499,5407.61.10,,Polyester shirtings
9500,5407.61.20,,Polyester suitings
9501,5407.61.90,,Other
9502,5408,,Other
9503,5407.69.00,,"Other <br> Other woven fabrics, containing 85% of more by weight of
synthetic filaments"
9504,5408,,Unbleached or Bleached
9505,5407.71.10,,Unbleached
9506,5407.71.20,,Bleached
9507,5408,,Dyed
9508,5407.72.00,,Dyed
,,,
SL NO,HS CODE,,DESCRIPTION
9509,5408,,of yarns of different colours
9510,5407.73.00,,Of yarns of different colours
9511,5408,,Printed
9512,5407.74.00,,Printed
9513,5408,,Unbleached or Bleached
9514,,,Unbleached:
9515,5407.81.11,,Nylon georgette
9516,5407.81.12,,Nylon sarees
9517,5407.81.13,,Polyester shirtings
9518,5407.81.14,,Polyester suitings
9519,5407.81.15,,Terylene and dacron sarees
9520,5407.81.16,,Polyester dhoti
9521,5407.81.19,,Other <br> Bleached:
9522,5407.81.21,,Nylon georgette
9523,5407.81.22,,Nylon sarees
9524,5407.81.23,,Polyester shirtings
9525,5407.81.24,,Polyester suitings
9526,5407.81.25,,Terylene and dacron sarees
9527,5407.81.26,,Polyester dhoti
9528,5407.81.29,,Other <br> Dyed
9529,5408,,Dyed
9530,5407.82.10,,Nylon georgette
9531,5407.82.20,,Nylon sarees
9532,5407.82.30,,Polyester shirtings
9533,5407.82.40,,Polyester suitings
9534,5407.82.50,,Terylene and dacron sarees
9535,5407.82.60,,Lungies
9536,5407.82.90,,Other
9537,5408,,of yarns of different colours
9538,5407.83.00,,Of yarns of different colours
9539,5408,,Printed
9540,5407.84.10,,Nylon georgette
9541,5407.84.20,,Nylon Sarees
9542,5407.84.30,,Polyester shirtings
9543,5407.84.40,,Polyester suitings
9544,5407.84.50,,Terylene and dacron sarees
9545,5407.84.60,,Lungies
9546,5407.84.70,,Polyester sarees
9547,5407.84.90,,Other <br> Other woven fabrics
9548,5408,,Unbleached or Bleached
9549,5407.91.10,,Unbleached
9550,5407.91.20,,Bleached
9551,5408,,Dyed
9552,5407.92.00,,Dyed
9553,5408,,of yarns of different colours
9554,5407.93.00,,Of yarns of different colours
9555,5408,,Printed
9556,5407.94.00,,Printed
,,,
SL NO,HS CODE,,DESCRIPTION
9557,5408,,"Woven fabrics of artificial filament yarn, including woven fabrics
obtained from materials of heading 5405."
9558,5408.10,,woven fabrics obtained from High tenacity yarn of viscose rayon
9559,5408.10.00,,Woven fabrics obtained from high tenacity yarn of viscose rayon
9560,,,"Other woven fabrics, containing 85% or more by weight of artificial
filaments or striped or the like"
9561,5408,,Unbleached or Bleached
9562,5408.21.10,,Unbleached
9563,5408.21.20,,Bleached
9564,5408,,Dyed
9565,,,Fabric of rayon
9566,5408.22.11,,Rayon crepe fabrics
9567,5408.22.12,,Rayon jacquards
9568,5408.22.13,,Rayon broacades
9569,5408.22.14,,Rayon georgette
9570,5408.22.15,,Rayon tafetta
9571,5408.22.16,,Rayon suitings
9572,5408.22.17,,Rayon shirtings
9573,5408.22.18,,Rayon sarees
9574,5408.22.19,,Other
9575,5408.22.20,,"Fabrics of continuous filament, other than rayon"
9576,5408.22.90,,Other
9577,5408,,of yarns of different colours
9578,5408.23.00,,Of yarns of different colour
9579,5408,,Printed
9580,,,Of rayon :
9581,5408.24.11,,Rayon crepe fabrics
9582,5408.24.12,,Rayon jacquards
9583,5408.24.13,,Rayon broacades
9584,5408.24.14,,Rayon georgette
9585,5408.24.15,,Rayon tafetta
9586,5408.24.16,,Rayon suitings
9587,5408.24.17,,Rayon shirtings
9588,5408.24.18,,Rayon sarees -
9589,5408.24.19,,Other
9590,5408.24.90,,Other <br> Other woven fabrics:
9591,5408,,Unbleached or Bleached
9592,5408.31.10,,Unbleached
9593,5408.31.20,,Bleached
9594,5408,,Dyed
9595,,,Fabrics of rayon :
9596,5408.32.11,,Rayon broacades
9597,5408.32.12,,Rayon georgette
9598,5408.32.13,,Rayon tafetta
9599,5408.32.14,,Rayon suitings
9600,5408.32.15,,Rayon shirtings
9601,5408.32.19,,Other
9602,5408.32.90,,Other
9603,5408,,of yarns of different colours
,,,
SL NO,HS CODE,,DESCRIPTION
9604,5408.33.00,,Of yarns of different colours
9605,5408,,Printed
9606,,,Fabric of rayon
9607,5408.34.11,,Rayon crepe fabrics
9608,5408.34.12,,Rayon jacquards
9609,5408.34.13,,Rayon broacades
9610,5408.34.14,,Rayon georgette
9611,5408.34.15,,Rayon tafetta
9612,5408.34.16,,Rayon suitings
9613,5408.34.17,,Rayon shirtings
9614,5408.34.18,,"Rayon sarees,"
9615,5408.34.19,,other
9616,5408.34.20,,"Fabrics of continuous filament, other than rayon"
9617,5408.34.90,,other
9618,5501,,Synthetic filament tow.
9619,5501.10,,of nylon or Other polyamides
9620,5501.10.00,,Of nylon or other polyamides
9621,5501.20,,of polyesters
9622,5501.20.00,,Of polyesters
9623,5501.30,,Acrylic or modacrylic
9624,5501.30.00,,Acrylic or modacrylic
9625,5501.40,,of polypropylene
9626,5501.40.00,,Of Polypropylene
9627,5501.90,,Other
9628,5501.90.10,,Of Polypropylene
9629,5501.90.90,,Other
9630,5502,,Artificial filament tow.
9631,550210,,Of cellulose acetate:
9632,55021010,,Viscose rayon tow
9633,55021090,,Other
9634,550290,,Other:
9635,55029010,,Viscose rayon tow
9636,55029090,,Other
9637,5503,,"Synthetic staple fibres, not carded, combed or otherwise processed
for spinning."
9638,,,Of nylon or other polyamides:
9639,5503,,of aramids
9640,5503.11.00,,Of nylon or other polyamides: Of aramids
9641,5503,,Other
9642,5503.19.00,,Other
9643,5503.20,,of polyesters
9644,5503.20.00,,Of polyesters
9645,5503.30,,Acrylic or modacrylic
9646,5503.30.00,,Acrylic or modacrylic
9647,5503.40,,of polypropylene
9648,5503.40.00,,Of polypropylene
9649,5503.90,,Other
9650,5503.90.10,,Polyvinyl staple fibre
9651,5503.90.20,,Polyvinyl chloride staple fibre
,,,
SL NO,HS CODE,,DESCRIPTION
9652,5503.90.90,,Other
9653,5504,,"Artificial staple fibres, not carded, combed or otherwise processed
for spinning."
9654,5504.10,,of viscose rayon
9655,5504.10.00,,Of viscose rayon
9656,5504.90,,Other
9657,5504.90.10,,Acetate rayon staple fibres
9658,5504.90.20,,Polynosic staple fibre
9659,5504.90.30,,High wet modulus staple fibre
9660,5504.90.90,,Other
9661,5505,,"Waste (including noils, yarn waste and garnetted stock) of
man-made fibres."
9662,5505.10,,of synthetic fibres
9663,5505.10.10,,Of acrylic
9664,5505.10.90,,Other
9665,5505.20,,of artificial fibres
9666,5505.20.00,,Of artificial fibres
9667,5506,,"Synthetic staple fibres, carded, combed or otherwise processed for
spinning."
9668,5506.10,,of nylon or Other polyamides
9669,5506.10.00,,Of nylon or other polyamides
9670,5506.20,,of polyesters
9671,5506.20.00,,Of polyesters
9672,5506.30,,Acrylic or modacrylic
9673,5506.30.00,,Acrylic or modacrylic
9674,55064000,,Of polypropylene
9675,5506.90,,Other
9676,5506.90.10,,Polypropylene tops
9677,5506.90.90,,Other
9678,5507,,"Artificial staple fibres, carded, combed or otherwise processed for
spinning."
9679,5507.00,,"Artificial staple fibres, carded, combed or otherwise processed for
spinning."
9680,5507.00.10,,Acetate rayon tops
9681,5507.00.20,,Viscose tops
9682,5507.00.30,,Polynosic tops
9683,5507.00.40,,High wet modulus tops
9684,5507.00.90,,Other
